Region,Year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+,Dependancy ratio
United Kingdom,1995,  3 796,  3 828,  3 642,  3 399,  3 903,  4 538,  4 603,  4 069,  3 775,  4 063,  3 340,  3 014,  2 802,  2 660,  2 487,  1 719,  1 296,   697,   243,   49,   5,54.45245668
United Kingdom,1996,  3 738,  3 861,  3 669,  3 453,  3 732,  4 473,  4 655,  4 180,  3 792,  4 036,  3 502,  3 011,  2 797,  2 648,  2 429,  1 802,  1 282,   709,   252,   51,   6,54.33856039
United Kingdom,1997,  3 685,  3 878,  3 714,  3 518,  3 578,  4 398,  4 676,  4 287,  3 842,  3 926,  3 714,  3 023,  2 810,  2 637,  2 384,  1 892,  1 245,   721,   262,   54,   6,54.21753274
United Kingdom,1998,  3 640,  3 869,  3 770,  3 581,  3 485,  4 293,  4 671,  4 392,  3 907,  3 818,  3 884,  3 072,  2 843,  2 622,  2 357,  1 972,  1 198,   733,   271,   56,   6,54.0107215
United Kingdom,1999,  3 597,  3 846,  3 819,  3 622,  3 472,  4 171,  4 638,  4 498,  3 983,  3 764,  3 971,  3 153,  2 877,  2 605,  2 344,  2 012,  1 177,   743,   279,   59,   6,53.70104266
United Kingdom,2000,  3 551,  3 806,  3 858,  3 654,  3 524,  4 045,  4 586,  4 591,  4 082,  3 746,  4 008,  3 258,  2 891,  2 596,  2 338,  2 000,  1 212,   749,   287,   61,   7,53.31955013
United Kingdom,2001,  3 498,  3 755,  3 897,  3 697,  3 604,  3 911,  4 543,  4 652,  4 191,  3 764,  3 979,  3 416,  2 888,  2 598,  2 338,  1 967,  1 282,   747,   295,   64,   7,52.91583851
United Kingdom,2002,  3 444,  3 712,  3 920,  3 755,  3 698,  3 793,  4 493,  4 682,  4 298,  3 816,  3 869,  3 621,  2 899,  2 616,  2 337,  1 943,  1 354,   729,   302,   67,   8,52.49274178
United Kingdom,2003,  3 410,  3 677,  3 919,  3 822,  3 792,  3 735,  4 414,  4 688,  4 402,  3 882,  3 762,  3 784,  2 946,  2 650,  2 332,  1 932,  1 416,   704,   308,   69,   8,52.06624951
United Kingdom,2004,  3 410,  3 642,  3 904,  3 880,  3 861,  3 755,  4 319,  4 668,  4 509,  3 959,  3 709,  3 867,  3 024,  2 685,  2 325,  1 934,  1 452,   699,   314,   72,   8,51.69953218
United Kingdom,2005,  3 441,  3 603,  3 871,  3 930,  3 912,  3 838,  4 215,  4 629,  4 603,  4 057,  3 692,  3 903,  3 127,  2 700,  2 327,  1 944,  1 457,   731,   320,   74,   9,51.3158084
United Kingdom,2006,  3 501,  3 553,  3 828,  3 979,  3 964,  3 947,  4 099,  4 598,  4 665,  4 167,  3 712,  3 875,  3 280,  2 700,  2 338,  1 957,  1 448,   785,   321,   77,   9,50.92830712
United Kingdom,2007,  3 592,  3 500,  3 792,  4 013,  4 025,  4 062,  3 995,  4 558,  4 697,  4 275,  3 767,  3 769,  3 481,  2 714,  2 362,  1 969,  1 443,   840,   316,   80,   10,50.73338945
United Kingdom,2008,  3 694,  3 465,  3 763,  4 022,  4 092,  4 168,  3 945,  4 485,  4 706,  4 380,  3 836,  3 667,  3 642,  2 765,  2 401,  1 977,  1 450,   882,   310,   83,   10,50.80203911
United Kingdom,2009,  3 786,  3 464,  3 734,  4 016,  4 150,  4 238,  3 969,  4 392,  4 689,  4 487,  3 916,  3 620,  3 726,  2 846,  2 440,  1 983,  1 466,   911,   314,   86,   11,51.06600419
United Kingdom,2010,  3 871,  3 495,  3 697,  3 993,  4 199,  4 280,  4 052,  4 289,  4 653,  4 583,  4 018,  3 608,  3 767,  2 950,  2 461,  1 997,  1 489,   924,   336,   89,   11,51.4481996
United Kingdom,2011,  3 950,  3 560,  3 647,  3 957,  4 248,  4 314,  4 155,  4 170,  4 624,  4 646,  4 131,  3 633,  3 746,  3 104,  2 468,  2 019,  1 513,   929,   369,   91,   12,52.03823243
United Kingdom,2012,  4 008,  3 657,  3 592,  3 929,  4 284,  4 352,  4 257,  4 061,  4 585,  4 680,  4 242,  3 693,  3 651,  3 305,  2 489,  2 051,  1 535,   936,   399,   90,   12,52.89335908
United Kingdom,2013,  4 034,  3 766,  3 554,  3 906,  4 295,  4 395,  4 343,  4 004,  4 511,  4 691,  4 351,  3 767,  3 559,  3 468,  2 544,  2 094,  1 551,   947,   419,   89,   13,53.74496076
United Kingdom,2014,  4 034,  3 864,  3 549,  3 880,  4 291,  4 433,  4 390,  4 019,  4 417,  4 675,  4 461,  3 852,  3 520,  3 556,  2 628,  2 135,  1 565,   964,   433,   92,   14,54.4488962
United Kingdom,2015,  4 026,  3 955,  3 578,  3 842,  4 270,  4 465,  4 406,  4 092,  4 311,  4 641,  4 559,  3 956,  3 514,  3 602,  2 732,  2 158,  1 583,   982,   440,   99,   14,55.08657173
United Kingdom,2016,  4 005,  4 038,  3 643,  3 788,  4 235,  4 501,  4 417,  4 187,  4 189,  4 613,  4 623,  4 071,  3 543,  3 585,  2 881,  2 166,  1 606,   998,   442,   108,   14,55.70102995
United Kingdom,2017,  3 965,  4 103,  3 742,  3 726,  4 206,  4 526,  4 434,  4 281,  4 077,  4 574,  4 657,  4 184,  3 605,  3 496,  3 074,  2 188,  1 637,  1 015,   447,   117,   14,56.29770233
United Kingdom,2018,  3 911,  4 134,  3 852,  3 679,  4 179,  4 527,  4 463,  4 360,  4 017,  4 500,  4 666,  4 293,  3 680,  3 411,  3 229,  2 241,  1 675,  1 027,   453,   122,   14,56.81474969
United Kingdom,2019,  3 847,  4 138,  3 951,  3 666,  4 147,  4 514,  4 491,  4 399,  4 029,  4 404,  4 649,  4 402,  3 765,  3 375,  3 315,  2 321,  1 712,  1 042,   466,   129,   15,57.24454877
United Kingdom,2020,  3 757,  4 130,  4 041,  3 690,  4 099,  4 484,  4 519,  4 410,  4 100,  4 297,  4 613,  4 498,  3 866,  3 368,  3 356,  2 414,  1 725,  1 057,   481,   137,   17,57.50725735
United Kingdom,2021,  3 652,  4 107,  4 124,  3 751,  4 031,  4 442,  4 552,  4 416,  4 192,  4 173,  4 581,  4 558,  3 975,  3 394,  3 336,  2 543,  1 722,  1 074,   495,   143,   21,57.67227457
Japan,1950,  11 365,  9 662,  8 820,  8 736,  7 929,  6 334,  5 249,  5 115,  4 522,  4 013,  3 405,  2 766,  2 312,  1 758,  1 194,   705,   333,   111,   23,   3,   0,67.43073689
Japan,1951,  11 663,  9 393,  8 929,  8 826,  8 075,  6 662,  5 339,  5 151,  4 670,  4 015,  3 520,  2 851,  2 367,  1 777,  1 236,   727,   342,   115,   25,   3,   0,66.45769606
Japan,1952,  11 427,  9 468,  9 110,  8 876,  8 219,  7 020,  5 458,  5 160,  4 795,  4 042,  3 644,  2 942,  2 414,  1 807,  1 283,   753,   354,   120,   27,   3,   0,65.34276284
Japan,1953,  10 706,  9 955,  9 335,  8 845,  8 359,  7 336,  5 668,  5 136,  4 875,  4 125,  3 746,  3 040,  2 447,  1 859,  1 328,   779,   364,   123,   28,   3,   0,64.35865384
Japan,1954,  9 869,  10 516,  9 575,  8 750,  8 472,  7 596,  5 957,  5 104,  4 944,  4 247,  3 817,  3 136,  2 474,  1 925,  1 367,   808,   376,   127,   29,   4,   0,63.481916
Japan,1955,  9 189,  11 044,  9 556,  8 723,  8 569,  7 792,  6 264,  5 146,  5 000,  4 389,  3 860,  3 229,  2 530,  1 994,  1 400,   843,   393,   134,   31,   4,   0,62.3234326
Japan,1956,  8 738,  11 379,  9 295,  8 835,  8 659,  7 943,  6 599,  5 243,  5 043,  4 537,  3 866,  3 342,  2 614,  2 050,  1 421,   875,   408,   140,   32,   4,   0,60.58964713
Japan,1957,  8 356,  11 176,  9 371,  9 016,  8 707,  8 085,  6 953,  5 366,  5 055,  4 659,  3 894,  3 459,  2 699,  2 093,  1 444,   904,   420,   143,   33,   4,   0,58.63395728
Japan,1958,  8 092,  10 493,  9 852,  9 238,  8 675,  8 221,  7 260,  5 577,  5 035,  4 736,  3 976,  3 555,  2 792,  2 124,  1 489,   934,   436,   148,   34,   5,   0,56.8958526
Japan,1959,  7 960,  9 694,  10 413,  9 476,  8 584,  8 336,  7 512,  5 866,  5 007,  4 803,  4 097,  3 623,  2 885,  2 155,  1 550,   964,   456,   155,   36,   5,   0,55.47198472
Japan,1960,  7 867,  9 045,  10 950,  9 461,  8 566,  8 441,  7 703,  6 172,  5 052,  4 859,  4 237,  3 662,  2 972,  2 206,  1 608,   985,   474,   161,   38,   5,   0,54.54412232
Japan,1961,  7 816,  8 615,  11 295,  9 213,  8 687,  8 545,  7 856,  6 504,  5 151,  4 904,  4 382,  3 669,  3 079,  2 283,  1 655,   998,   491,   167,   39,   5,   0,53.8193783
Japan,1962,  7 853,  8 255,  11 105,  9 307,  8 878,  8 614,  8 006,  6 857,  5 277,  4 922,  4 504,  3 700,  3 190,  2 364,  1 695,  1 016,   507,   172,   40,   5,   0,52.18879034
Japan,1963,  7 929,  8 008,  10 438,  9 800,  9 115,  8 609,  8 154,  7 164,  5 489,  4 910,  4 584,  3 783,  3 283,  2 452,  1 727,  1 053,   526,   178,   41,   6,   0,49.86428771
Japan,1964,  8 027,  7 890,  9 658,  10 368,  9 375,  8 547,  8 279,  7 419,  5 778,  4 891,  4 654,  3 902,  3 350,  2 540,  1 758,  1 102,   545,   187,   44,   6,   0,47.70994387
Japan,1965,  8 207,  7 810,  9 029,  10 908,  9 393,  8 554,  8 394,  7 616,  6 083,  4 943,  4 714,  4 041,  3 392,  2 625,  1 806,  1 148,   557,   195,   46,   7,   0,46.19672052
Japan,1966,  8 225,  7 769,  8 620,  11 257,  9 180,  8 690,  8 511,  7 774,  6 414,  5 051,  4 763,  4 185,  3 407,  2 729,  1 876,  1 188,   567,   204,   48,   7,   0,45.11192714
Japan,1967,  8 268,  7 816,  8 277,  11 077,  9 297,  8 894,  8 595,  7 930,  6 764,  5 183,  4 790,  4 308,  3 448,  2 840,  1 953,  1 227,   587,   215,   51,   7,   1,44.44805537
Japan,1968,  8 494,  7 901,  8 044,  10 430,  9 792,  9 155,  8 601,  8 082,  7 071,  5 397,  4 789,  4 392,  3 538,  2 935,  2 036,  1 259,   617,   225,   54,   8,   1,44.31625187
Japan,1969,  8 647,  8 006,  7 934,  9 675,  10 342,  9 465,  8 537,  8 210,  7 329,  5 682,  4 781,  4 465,  3 659,  3 006,  2 118,  1 289,   653,   235,   57,   8,   1,44.28959441
Japan,1970,  8 760,  8 188,  7 859,  9 068,  10 857,  9 551,  8 534,  8 328,  7 532,  5 983,  4 841,  4 530,  3 797,  3 055,  2 198,  1 333,   688,   243,   60,   9,   1,44.36261004
Japan,1971,  9 093,  8 206,  7 820,  8 672,  11 188,  9 395,  8 667,  8 445,  7 698,  6 309,  4 953,  4 586,  3 942,  3 082,  2 297,  1 392,   719,   252,   64,   10,   1,44.59645217
Japan,1972,  9 445,  8 246,  7 868,  8 337,  11 008,  9 530,  8 877,  8 527,  7 858,  6 654,  5 086,  4 620,  4 069,  3 136,  2 404,  1 461,   750,   265,   69,   11,   1,45.13429372
Japan,1973,  9 636,  8 465,  7 953,  8 105,  10 379,  9 997,  9 150,  8 530,  8 012,  6 959,  5 293,  4 629,  4 161,  3 232,  2 499,  1 535,   777,   283,   73,   11,   1,45.82457632
Japan,1974,  9 844,  8 612,  8 056,  7 994,  9 646,  10 476,  9 475,  8 462,  8 140,  7 219,  5 570,  4 629,  4 243,  3 354,  2 574,  1 608,   803,   303,   77,   12,   1,46.4647249
Japan,1975,  9 932,  8 719,  8 236,  7 915,  9 059,  10 924,  9 563,  8 447,  8 257,  7 424,  5 863,  4 693,  4 313,  3 492,  2 632,  1 687,   840,   322,   81,   13,   1,47.02406019
Japan,1976,  9 861,  9 046,  8 251,  7 871,  8 675,  11 246,  9 381,  8 562,  8 374,  7 586,  6 180,  4 806,  4 372,  3 637,  2 672,  1 779,   887,   339,   85,   14,   1,47.46236054
Japan,1977,  9 649,  9 395,  8 286,  7 912,  8 348,  11 069,  9 505,  8 752,  8 456,  7 739,  6 519,  4 938,  4 407,  3 768,  2 735,  1 876,   942,   357,   91,   15,   1,47.80074217
Japan,1978,  9 312,  9 584,  8 501,  7 991,  8 122,  10 417,  9 988,  9 001,  8 461,  7 887,  6 820,  5 142,  4 417,  3 867,  2 836,  1 966,  1 005,   376,   100,   16,   1,48.00930534
Japan,1979,  8 912,  9 789,  8 645,  8 091,  8 015,  9 659,  10 495,  9 284,  8 397,  8 011,  7 075,  5 415,  4 421,  3 956,  2 961,  2 041,  1 071,   399,   110,   18,   1,48.06229789
Japan,1980,  8 535,  9 874,  8 758,  8 264,  7 937,  9 050,  10 968,  9 318,  8 391,  8 130,  7 271,  5 704,  4 487,  4 032,  3 098,  2 101,  1 139,   427,   120,   19,   2,47.91884155
Japan,1981,  8 191,  9 805,  9 087,  8 277,  7 892,  8 649,  11 263,  9 105,  8 518,  8 251,  7 425,  6 017,  4 600,  4 094,  3 238,  2 147,  1 216,   458,   128,   21,   2,47.98486495
Japan,1982,  7 879,  9 594,  9 427,  8 323,  7 931,  8 310,  11 047,  9 209,  8 716,  8 334,  7 572,  6 349,  4 732,  4 134,  3 368,  2 216,  1 296,   496,   139,   24,   2,47.90310516
Japan,1983,  7 617,  9 257,  9 606,  8 550,  8 008,  8 079,  10 375,  9 689,  8 962,  8 337,  7 715,  6 640,  4 935,  4 149,  3 470,  2 318,  1 371,   538,   150,   27,   2,47.36683465
Japan,1984,  7 405,  8 857,  9 802,  8 702,  8 107,  7 970,  9 603,  10 233,  9 225,  8 271,  7 841,  6 883,  5 203,  4 158,  3 561,  2 438,  1 433,   580,   163,   30,   2,46.84456107
Japan,1985,  7 231,  8 482,  9 882,  8 825,  8 278,  7 887,  8 986,  10 764,  9 225,  8 268,  7 967,  7 070,  5 487,  4 228,  3 641,  2 569,  1 488,   627,   178,   34,   3,46.35699959
Japan,1986,  7 077,  8 141,  9 809,  9 161,  8 287,  7 833,  8 582,  11 109,  8 990,  8 403,  8 096,  7 217,  5 793,  4 344,  3 709,  2 704,  1 538,   681,   195,   38,   3,45.81103911
Japan,1987,  6 942,  7 833,  9 593,  9 499,  8 335,  7 865,  8 245,  10 920,  9 092,  8 608,  8 185,  7 360,  6 116,  4 479,  3 756,  2 833,  1 608,   738,   215,   42,   4,45.1662941
Japan,1988,  6 805,  7 575,  9 252,  9 676,  8 566,  7 937,  8 022,  10 261,  9 582,  8 856,  8 192,  7 502,  6 399,  4 679,  3 779,  2 938,  1 700,   790,   236,   46,   4,44.47868141
Japan,1989,  6 635,  7 365,  8 851,  9 872,  8 722,  8 034,  7 917,  9 498,  10 148,  9 111,  8 131,  7 631,  6 635,  4 940,  3 795,  3 032,  1 805,   834,   258,   51,   5,43.84072065
Japan,1990,  6 441,  7 192,  8 474,  9 953,  8 850,  8 200,  7 834,  8 891,  10 705,  9 096,  8 136,  7 763,  6 815,  5 215,  3 869,  3 115,  1 919,   874,   283,   56,   6,43.41753643
Japan,1991,  6 284,  7 041,  8 132,  9 881,  9 190,  8 210,  7 782,  8 496,  11 068,  8 853,  8 278,  7 898,  6 958,  5 508,  3 985,  3 185,  2 034,   913,   310,   62,   6,43.25019711
Japan,1992,  6 159,  6 908,  7 824,  9 667,  9 525,  8 265,  7 817,  8 168,  10 885,  8 958,  8 487,  7 994,  7 097,  5 815,  4 117,  3 235,  2 144,   966,   338,   69,   7,43.26612881
Japan,1993,  6 038,  6 773,  7 566,  9 326,  9 700,  8 500,  7 892,  7 953,  10 225,  9 454,  8 738,  8 006,  7 236,  6 082,  4 307,  3 261,  2 238,  1 035,   365,   76,   8,43.37584432
Japan,1994,  5 974,  6 604,  7 357,  8 924,  9 895,  8 656,  7 993,  7 853,  9 462,  10 029,  8 987,  7 952,  7 366,  6 305,  4 553,  3 286,  2 325,  1 115,   390,   85,   9,43.62272983
Japan,1995,  5 958,  6 412,  7 186,  8 546,  9 976,  8 784,  8 159,  7 772,  8 856,  10 590,  8 962,  7 962,  7 503,  6 477,  4 811,  3 363,  2 402,  1 198,   413,   94,   10,43.99677491
Japan,1996,  5 943,  6 256,  7 037,  8 203,  9 900,  9 120,  8 166,  7 722,  8 462,  10 949,  8 717,  8 107,  7 645,  6 617,  5 086,  3 481,  2 473,  1 286,   439,   105,   12,44.52652453
Japan,1997,  5 931,  6 133,  6 905,  7 895,  9 682,  9 449,  8 222,  7 757,  8 136,  10 762,  8 821,  8 319,  7 749,  6 757,  5 377,  3 615,  2 534,  1 376,   478,   117,   14,45.20627874
Japan,1998,  5 926,  6 012,  6 771,  7 638,  9 339,  9 617,  8 456,  7 828,  7 923,  10 104,  9 316,  8 568,  7 771,  6 901,  5 630,  3 801,  2 576,  1 460,   527,   130,   16,45.9203701
Japan,1999,  5 898,  5 950,  6 604,  7 430,  8 937,  9 807,  8 610,  7 926,  7 825,  9 345,  9 887,  8 811,  7 727,  7 038,  5 841,  4 031,  2 613,  1 536,   578,   143,   18,46.63653973
Japan,2000,  5 875,  5 936,  6 414,  7 262,  8 560,  9 885,  8 736,  8 088,  7 745,  8 748,  10 447,  8 782,  7 747,  7 183,  6 008,  4 273,  2 696,  1 608,   632,   156,   21,47.4434157
Japan,2001,  5 861,  5 923,  6 260,  7 116,  8 219,  9 812,  9 069,  8 095,  7 695,  8 363,  10 807,  8 541,  7 899,  7 337,  6 150,  4 534,  2 817,  1 678,   692,   172,   25,48.41404535
Japan,2002,  5 824,  5 914,  6 139,  6 986,  7 913,  9 598,  9 393,  8 151,  7 730,  8 045,  10 624,  8 649,  8 115,  7 456,  6 293,  4 803,  2 951,  1 739,   756,   192,   29,49.40567551
Japan,2003,  5 772,  5 910,  6 023,  6 853,  7 659,  9 261,  9 562,  8 382,  7 803,  7 840,  9 976,  9 143,  8 367,  7 494,  6 441,  5 038,  3 124,  1 787,   817,   216,   33,50.27333656
Japan,2004,  5 706,  5 884,  5 966,  6 687,  7 456,  8 867,  9 754,  8 533,  7 904,  7 747,  9 232,  9 714,  8 609,  7 467,  6 586,  5 239,  3 332,  1 834,   875,   243,   38,51.08520704
Japan,2005,  5 619,  5 862,  5 957,  6 498,  7 291,  8 500,  9 835,  8 660,  8 070,  7 671,  8 648,  10 274,  8 581,  7 500,  6 738,  5 398,  3 545,  1 913,   926,   270,   42,52.08953299
Japan,2006,  5 532,  5 850,  5 949,  6 346,  7 146,  8 169,  9 768,  8 994,  8 080,  7 626,  8 273,  10 634,  8 347,  7 659,  6 897,  5 533,  3 770,  2 015,   971,   298,   46,53.39086009
Japan,2007,  5 478,  5 813,  5 944,  6 228,  7 017,  7 873,  9 562,  9 320,  8 141,  7 665,  7 963,  10 460,  8 457,  7 880,  7 021,  5 671,  3 999,  2 125,  1 013,   326,   51,54.80990017
Japan,2008,  5 446,  5 760,  5 944,  6 117,  6 884,  7 628,  9 234,  9 490,  8 376,  7 741,  7 763,  9 826,  8 947,  8 129,  7 065,  5 815,  4 197,  2 259,  1 047,   352,   57,56.18023615
Japan,2009,  5 425,  5 693,  5 919,  6 065,  6 720,  7 429,  8 847,  9 685,  8 529,  7 845,  7 675,  9 096,  9 510,  8 365,  7 047,  5 958,  4 370,  2 416,  1 081,   377,   64,57.39122517
Japan,2010,  5 409,  5 604,  5 898,  6 060,  6 533,  7 267,  8 483,  9 769,  8 656,  8 010,  7 601,  8 523,  10 059,  8 339,  7 086,  6 110,  4 513,  2 579,  1 138,   399,   70,58.23017162
Japan,2011,  5 380,  5 514,  5 885,  6 054,  6 384,  7 122,  8 152,  9 702,  8 988,  8 019,  7 555,  8 151,  10 409,  8 109,  7 243,  6 265,  4 634,  2 744,  1 205,   417,   76,58.94604741
Japan,2012,  5 325,  5 456,  5 846,  6 050,  6 267,  6 993,  7 854,  9 494,  9 308,  8 076,  7 592,  7 844,  10 234,  8 217,  7 458,  6 386,  4 759,  2 908,  1 272,   432,   81,60.39257991
Japan,2013,  5 262,  5 421,  5 790,  6 050,  6 156,  6 864,  7 604,  9 163,  9 474,  8 308,  7 666,  7 648,  9 610,  8 698,  7 698,  6 436,  4 892,  3 052,  1 353,   446,   86,62.55846363
Japan,2014,  5 190,  5 398,  5 721,  6 025,  6 102,  6 706,  7 401,  8 774,  9 664,  8 458,  7 767,  7 560,  8 894,  9 250,  7 920,  6 429,  5 029,  3 184,  1 448,   464,   92,64.80144288
Japan,2015,  5 118,  5 381,  5 629,  6 001,  6 095,  6 527,  7 234,  8 410,  9 744,  8 583,  7 930,  7 489,  8 335,  9 785,  7 893,  6 477,  5 176,  3 302,  1 551,   493,   98,66.67133998
Japan,2016,  5 043,  5 351,  5 538,  5 984,  6 088,  6 382,  7 086,  8 082,  9 675,  8 913,  7 940,  7 448,  7 976,  10 127,  7 681,  6 641,  5 332,  3 414,  1 663,   528,   104,68.04182472
Japan,2017,  4 933,  5 296,  5 479,  5 940,  6 082,  6 268,  6 957,  7 787,  9 468,  9 232,  8 000,  7 487,  7 681,  9 960,  7 797,  6 857,  5 459,  3 530,  1 777,   563,   109,69.10469463
Japan,2018,  4 780,  5 232,  5 443,  5 879,  6 080,  6 157,  6 830,  7 540,  9 138,  9 397,  8 232,  7 563,  7 494,  9 358,  8 269,  7 091,  5 521,  3 652,  1 881,   603,   115,69.90120566
Japan,2019,  4 605,  5 161,  5 419,  5 804,  6 053,  6 103,  6 676,  7 339,  8 751,  9 585,  8 383,  7 666,  7 414,  8 670,  8 805,  7 303,  5 530,  3 777,  1 978,   648,   120,70.50840057
Japan,2020,  4 434,  5 091,  5 399,  5 704,  6 037,  6 094,  6 517,  7 178,  8 390,  9 670,  8 507,  7 827,  7 345,  8 122,  9 311,  7 272,  5 584,  3 903,  2 043,   690,   127,70.93691495
Japan,2021,  4 286,  5 022,  5 363,  5 602,  6 036,  6 089,  6 404,  7 044,  8 065,  9 614,  8 833,  7 835,  7 300,  7 756,  9 622,  7 059,  5 729,  4 023,  2 077,   721,   132,71.11876726
